City,Country,Month,Day,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,Air_Quality_Category,Monthly_Avg_Temperature,Monthly_Avg_Wind_Speed,HasRained,Is_Stagnant,Dispersion_Index
Toronto,Canada,1,16,68.14,166.12,71.07,1.62,2.26,100.27,10.49,69.26,10.83,191.25848261327712,Unhealthy,13.87,11.98,false,false,6.4
London,UK,10,11,94.87,196.52,35.02,23.13,0.1,147.66,28.9,49.81,4.1,171.32802950474183,Unhealthy,12.18,9.62,false,false,2.74
Toronto,Canada,5,26,85.57,15.71,54.35,21.66,0.42,130.34,-5.35,42.81,5.71,166.52613277133824,Unhealthy,15.6,10.43,false,false,4.0
Seoul,South Korea,4,5,38.52,105.6,62.58,44.69,3.95,85.59,0.49,33.31,17.55,108.43618090452262,Poor,14.31,11.81,false,false,13.16
Moscow,Russia,5,6,96.23,80.39,41.08,15.59,1.78,98.54,-7.5,39.74,10.87,169.48988408851423,Unhealthy,14.33,11.16,false,false,7.78
Beijing,China,1,10,69.06,163.99,79.7,49.96,9.12,182.58,1.49,79.91,19.59,158.00147523709168,Unhealthy,15.22,10.6,false,false,10.89
Bangkok,Thailand,4,15,107.17,171.61,82.71,48.63,8.35,12.84,32.04,92.5,5.66,177.67892518440465,Unhealthy,12.61,11.02,false,false,2.94
Paris,France,10,13,41.79,118.89,21.78,9.8,9.89,151.15,-8.59,44.19,14.38,116.48793969849244,Poor,15.27,9.07,false,false,9.97
Seoul,South Korea,2,2,124.58,113.47,58.75,18.27,4.36,134.82,30.31,51.35,3.08,186.66828240252897,Unhealthy,14.47,10.28,false,false,2.04
Mumbai,India,3,12,125.39,157.84,32.6,32.9,2.45,72.43,-2.17,95.59,14.33,187.08651211801896,Unhealthy,14.48,10.05,true,false,7.33
Cairo,Egypt,1,15,28.01,44.96,87.23,18.63,3.45,167.64,16.89,62.38,2.43,199.42170706006323,Unhealthy,14.81,9.3,false,false,1.5
Toronto,Canada,3,20,59.69,181.46,18.82,4.84,6.35,65.61,13.74,32.4,9.27,153.16343519494205,Unhealthy,12.39,10.73,false,false,7.0
Mexico City,Mexico,12,1,70.71,184.15,8.72,13.62,7.65,122.93,26.6,89.98,8.11,158.85342465753425,Unhealthy,16.69,9.14,false,false,4.27
Mexico City,Mexico,9,18,13.52,20.33,93.1,37.25,0.1,67.08,33.09,40.57,7.25,92.65,Moderate,17.13,9.93,false,false,5.16
Dubai,UAE,10,12,93.58,95.25,83.24,19.12,0.26,139.26,5.71,15.57,13.02,170.66195995785037,Unhealthy,12.55,9.61,false,false,11.27
Dubai,UAE,8,5,18.42,61.72,13.31,38.41,8.19,82.0,38.26,23.77,1.08,87.89999999999999,Moderate,19.57,10.55,false,false,0.87
Mumbai,India,2,6,74.55,68.41,18.47,31.12,5.64,63.22,39.64,51.04,3.22,160.83614330874605,Unhealthy,15.35,8.37,false,false,2.13
Seoul,South Korea,10,13,28.96,105.26,29.72,15.48,1.4,167.08,24.13,35.81,2.74,156.22528977871443,Unhealthy,16.89,10.33,false,false,2.02
Mexico City,Mexico,9,17,148.55,134.4,29.72,40.76,5.68,31.94,-5.85,84.99,0.9,199.0447839831401,Unhealthy,17.13,9.93,false,false,0.49
London,UK,1,24,8.9,96.17,74.93,42.28,6.87,153.9,13.63,13.51,2.97,178.08166491043204,Unhealthy,14.04,10.45,false,false,2.62
Tokyo,Japan,5,16,82.64,75.59,55.67,41.32,9.85,128.89,23.88,27.43,18.92,165.01327713382508,Unhealthy,15.57,10.61,false,false,14.85
Cairo,Egypt,2,24,64.59,49.93,14.22,11.55,1.05,149.54,28.75,46.65,15.61,155.69346680716544,Unhealthy,9.78,10.02,false,false,10.64
Johannesburg,South Africa,7,18,18.42,134.29,73.42,15.12,6.12,103.71,35.01,14.75,4.79,90.24454545454546,Moderate,9.29,9.78,false,false,4.17
Moscow,Russia,5,13,148.58,134.42,67.55,30.39,6.22,92.54,35.86,58.41,5.67,199.0602739726028,Unhealthy,14.33,11.16,false,false,3.58
New York,USA,6,22,54.57,86.01,80.04,47.59,6.55,199.55,-8.72,41.2,7.72,147.9562814070352,Poor,15.78,9.84,false,false,5.47
Paris,France,6,7,74.49,69.78,96.11,32.61,1.23,162.34,37.63,18.16,5.37,160.80516332982086,Unhealthy,13.47,9.37,false,false,4.54
Johannesburg,South Africa,11,1,104.46,82.41,53.37,7.72,3.56,133.63,-4.99,55.79,0.63,176.27966280295047,Unhealthy,16.9,11.25,false,false,0.4
London,UK,7,1,114.22,106.56,39.41,37.27,2.68,135.69,25.7,28.4,1.0,181.3190727081138,Unhealthy,14.74,9.75,false,false,0.78
Johannesburg,South Africa,3,9,19.76,100.68,74.1,28.32,8.5,168.29,15.58,92.71,1.7,128.87336683417087,Poor,15.03,8.44,false,false,0.88
Berlin,Germany,10,5,82.67,43.79,93.1,5.86,4.02,17.05,-0.34,53.84,9.81,122.34824120603017,Poor,14.03,10.94,false,false,6.38
Toronto,Canada,7,7,83.01,128.25,71.58,10.19,1.1,87.99,19.24,28.78,4.67,165.20432033719706,Unhealthy,15.19,10.13,false,false,3.63
Madrid,Spain,4,5,22.68,170.4,39.09,13.91,2.2,52.02,33.87,17.03,16.63,108.62222222222222,Poor,15.97,10.94,false,false,14.21
Tokyo,Japan,3,20,69.91,170.79,74.69,42.42,8.97,50.96,11.68,37.28,12.49,168.359114857745,Unhealthy,12.58,9.96,false,false,9.1
Beijing,China,8,17,56.1,129.53,44.49,34.53,9.94,193.86,9.3,65.22,6.23,194.1447839831401,Unhealthy,12.37,11.4,false,false,3.77
Berlin,Germany,10,10,76.46,69.91,89.36,21.31,2.25,169.49,25.32,13.59,17.61,161.82233930453108,Unhealthy,14.03,10.94,false,false,15.5
Beijing,China,4,2,101.31,100.03,65.8,42.52,1.09,102.0,-6.62,71.8,14.39,174.65321390937828,Unhealthy,14.82,10.54,false,false,8.38
Tokyo,Japan,3,17,120.66,161.93,54.39,38.12,8.47,188.08,18.4,74.6,12.66,184.64425711275027,Unhealthy,12.58,9.96,false,false,7.25
Los Angeles,USA,9,3,8.98,156.08,29.73,14.88,4.08,127.52,-9.7,44.04,1.54,101.53454545454548,Poor,15.62,9.11,false,false,1.07
Madrid,Spain,2,6,67.81,80.78,79.65,6.47,4.35,184.09,29.4,54.14,6.07,185.604636459431,Unhealthy,19.28,9.85,false,false,3.94
Toronto,Canada,9,17,63.27,128.07,89.8,38.83,9.94,173.32,8.68,84.96,13.76,155.01190727081138,Unhealthy,16.8,11.04,false,false,7.44
Beijing,China,7,15,144.6,160.93,85.28,39.72,1.3,67.23,11.68,19.56,18.5,197.00526870389885,Unhealthy,13.81,10.01,false,false,15.47
Tokyo,Japan,9,28,131.86,70.14,5.41,45.65,1.83,139.02,16.57,34.56,16.91,190.42718651211803,Unhealthy,12.22,11.61,false,false,12.57
Dubai,UAE,6,2,90.52,61.15,52.42,29.63,9.55,46.21,11.58,89.79,16.89,195.5130663856692,Unhealthy,13.71,11.52,false,false,8.9
Moscow,Russia,2,1,21.62,24.81,82.3,31.62,3.63,138.21,38.98,58.22,3.54,81.14565217391305,Moderate,17.85,10.47,false,false,2.24
Istanbul,Turkey,6,23,8.46,13.56,96.49,21.58,0.72,45.64,21.49,69.99,8.16,96.26108695652174,Moderate,19.22,9.91,false,false,4.8
Paris,France,12,9,81.12,189.02,33.35,30.95,3.23,164.08,2.26,93.67,12.65,156.73645943097998,Unhealthy,13.86,10.5,true,false,6.53
Sydney,Australia,10,4,127.25,104.82,6.8,32.11,4.0,118.64,-1.03,17.46,19.16,188.04689146469968,Unhealthy,13.51,11.58,false,false,16.31
Tokyo,Japan,5,4,145.66,192.24,35.93,4.4,3.21,149.01,11.53,92.24,5.07,156.22012644889358,Unhealthy,15.57,10.61,false,false,2.64
Toronto,Canada,1,13,9.33,186.19,58.62,16.27,9.04,24.76,3.38,93.85,16.04,117.81838383838384,Poor,13.87,11.98,true,false,8.27
Bangkok,Thailand,7,28,64.63,102.2,95.24,14.24,1.87,151.99,12.88,63.16,19.87,155.7141201264489,Unhealthy,14.56,10.49,false,false,12.18
Los Angeles,USA,5,10,23.26,142.68,28.55,25.39,2.42,105.07,-8.9,86.69,13.85,94.39717171717172,Moderate,14.24,9.89,false,false,7.42
Johannesburg,South Africa,9,9,85.58,199.09,77.75,47.4,8.18,27.32,20.11,79.0,14.95,166.5312961011591,Unhealthy,16.13,10.02,false,false,8.35
Sydney,Australia,8,24,36.27,12.69,70.68,29.65,7.67,160.42,21.92,58.06,5.96,103.88090452261306,Poor,15.83,10.33,false,false,3.77
Beijing,China,9,22,48.58,16.85,6.41,24.37,2.27,40.67,11.19,69.74,8.06,133.2070351758794,Poor,14.41,10.63,false,false,4.75
Bangkok,Thailand,9,22,80.99,160.21,64.5,18.66,9.95,114.1,-2.01,84.0,6.33,164.1613277133825,Unhealthy,12.83,10.64,false,false,3.44
Seoul,South Korea,11,6,140.19,45.29,90.02,31.81,0.43,177.99,21.74,55.98,12.38,194.7282402528978,Unhealthy,16.33,9.35,false,false,7.94
Rio de Janeiro,Brazil,4,13,89.11,112.14,57.46,21.43,7.4,146.0,0.55,51.54,15.65,168.35395152792412,Unhealthy,12.04,9.42,false,false,10.33
London,UK,7,7,136.99,146.22,81.67,25.1,6.7,80.6,-2.35,25.07,14.26,159.20969441517389,Unhealthy,14.74,9.75,false,false,11.4
Seoul,South Korea,6,22,19.85,49.66,79.71,33.63,7.25,67.8,-4.55,72.99,16.73,78.5,Moderate,18.07,9.89,false,false,9.67
Dubai,UAE,8,28,125.46,83.34,85.02,11.5,3.17,165.78,-0.46,78.57,16.26,158.13572181243413,Unhealthy,19.57,10.55,false,false,9.11
Johannesburg,South Africa,7,22,50.5,134.04,51.69,30.6,7.04,93.15,18.82,52.35,7.64,184.60295047418336,Unhealthy,9.29,9.78,false,false,5.01
Johannesburg,South Africa,9,22,46.71,13.88,99.88,28.66,4.69,81.59,39.86,28.12,5.15,128.60251256281407,Poor,16.13,10.02,false,false,4.02
Beijing,China,7,1,33.35,84.76,54.07,45.06,8.28,109.44,5.82,71.18,2.56,95.68884120171674,Moderate,13.81,10.01,false,false,1.5
Mexico City,Mexico,11,15,102.92,88.29,5.2,36.31,2.53,111.35,33.79,71.69,17.75,175.4845100105374,Unhealthy,14.33,10.06,false,false,10.34
Moscow,Russia,5,27,18.94,30.06,26.2,34.8,7.35,171.35,9.9,15.41,2.43,79.5,Moderate,14.33,11.16,false,false,2.11
Johannesburg,South Africa,5,12,94.7,110.66,84.2,11.46,9.65,174.59,9.78,96.63,2.21,171.24025289778714,Unhealthy,15.9,10.71,false,false,1.12
Bangkok,Thailand,11,19,47.3,115.36,96.27,45.78,5.94,136.51,35.4,19.85,3.73,82.9236051502146,Moderate,18.46,10.36,false,false,3.11
Mumbai,India,10,10,45.41,68.83,15.76,36.38,4.53,107.79,3.44,15.01,15.13,182.96617492096945,Unhealthy,13.68,10.97,false,false,13.16
Bangkok,Thailand,6,11,77.65,48.61,17.51,45.14,5.07,128.47,14.94,85.32,19.89,162.43677555321392,Unhealthy,15.75,8.07,false,false,10.73
Beijing,China,11,25,90.27,12.79,62.49,11.58,5.95,157.19,2.54,23.99,18.5,168.95289778714437,Unhealthy,17.92,10.24,false,false,14.92
Istanbul,Turkey,4,23,52.24,68.59,43.17,2.27,3.7,56.65,12.74,12.17,8.58,142.21909547738693,Poor,16.71,10.93,false,false,7.65
Mexico City,Mexico,9,14,26.08,199.83,74.61,4.92,8.26,186.17,8.67,72.99,14.56,123.18858585858588,Poor,17.13,9.93,false,false,8.42
Moscow,Russia,2,8,41.34,169.39,91.52,37.94,9.24,113.42,-4.91,38.19,6.63,173.18166491043203,Unhealthy,17.85,10.47,false,false,4.8
Tokyo,Japan,6,4,121.77,100.48,7.04,2.12,2.15,122.24,29.47,69.55,2.38,91.0909090909091,Moderate,14.34,9.85,false,false,1.4
Paris,France,9,7,19.3,24.95,13.18,15.04,6.11,161.71,22.71,73.46,18.87,67.1,Moderate,11.91,9.29,false,false,10.88
Dubai,UAE,2,24,44.07,151.22,92.93,10.14,8.13,188.96,36.72,86.13,14.52,122.10201005025128,Poor,14.52,9.65,false,false,7.8
London,UK,8,2,115.04,92.24,43.82,2.94,0.59,171.8,35.51,17.12,0.78,190.5201264488936,Unhealthy,17.35,10.48,false,false,0.67
Bangkok,Thailand,1,14,102.01,168.55,63.15,14.87,5.54,12.24,21.55,60.34,14.07,175.0146469968388,Unhealthy,15.08,10.9,false,false,8.78
Cairo,Egypt,7,24,106.36,15.68,34.93,9.42,8.98,116.33,-0.89,18.73,10.85,129.66130653266333,Poor,14.35,9.43,false,false,9.14
Seoul,South Korea,4,23,120.63,14.35,96.05,38.52,9.2,73.61,-0.81,79.25,17.8,184.62876712328767,Unhealthy,14.31,11.81,false,false,9.93
Berlin,Germany,4,6,53.04,73.3,49.79,37.82,1.6,130.1,25.01,37.2,11.32,144.18894472361808,Poor,12.74,10.2,false,false,8.25
Mexico City,Mexico,11,5,126.84,180.58,19.82,42.87,0.93,141.98,18.0,78.47,9.3,187.83519494204427,Unhealthy,14.33,10.06,false,false,5.21
Dubai,UAE,2,27,139.43,120.08,79.59,46.73,6.28,49.4,23.66,11.02,16.52,196.7109589041096,Unhealthy,14.52,9.65,false,false,14.88
Berlin,Germany,4,27,48.71,15.22,39.82,34.56,4.21,52.78,32.17,71.61,17.03,133.52713567839197,Poor,12.74,10.2,false,false,9.92
Madrid,Spain,5,10,89.52,31.92,46.25,44.74,2.67,145.61,36.4,18.41,15.63,168.56564805057957,Unhealthy,11.02,9.85,false,false,13.2
Berlin,Germany,3,13,74.84,14.58,41.03,2.72,0.8,123.85,16.96,83.68,1.39,160.9858798735511,Unhealthy,16.89,10.88,false,false,0.76
Cairo,Egypt,6,20,70.6,11.72,42.5,22.6,6.71,102.17,13.35,63.92,15.07,112.59171717171716,Poor,14.84,9.89,false,false,9.19
Beijing,China,10,19,11.52,166.64,71.55,46.17,8.52,85.33,4.42,60.21,4.95,106.76121212121213,Poor,10.72,11.15,false,false,3.09
Rio de Janeiro,Brazil,12,26,110.42,94.8,81.96,32.47,9.73,64.23,3.22,80.52,6.52,179.35700737618546,Unhealthy,17.02,11.0,false,false,3.61
Madrid,Spain,12,15,119.07,51.55,65.58,37.32,8.08,17.47,-2.67,51.07,11.78,183.8232876712329,Unhealthy,13.2,9.25,false,false,7.8
Johannesburg,South Africa,4,3,61.52,117.02,6.54,33.68,2.64,195.32,28.24,96.25,4.71,154.10832455216018,Unhealthy,14.13,10.18,false,false,2.4
Beijing,China,7,27,128.36,117.51,69.97,33.75,6.09,150.65,13.77,71.8,9.55,188.6200210748156,Unhealthy,13.81,10.01,false,false,5.56
Los Angeles,USA,1,9,92.58,177.42,85.53,22.79,3.87,114.02,-5.89,71.0,13.48,170.14562697576395,Unhealthy,15.53,11.57,false,false,7.88
Rio de Janeiro,Brazil,9,4,17.55,107.71,11.85,31.7,1.68,74.95,-9.06,80.91,3.85,77.08878787878788,Moderate,18.36,10.61,false,false,2.13
New York,USA,6,23,87.15,139.72,38.55,36.32,5.5,178.77,15.48,12.04,7.72,167.34193888303477,Unhealthy,15.78,9.84,false,false,6.89
Beijing,China,12,16,51.06,87.21,24.73,14.95,7.55,56.22,6.05,88.84,6.59,152.68840885142257,Unhealthy,13.4,11.58,false,false,3.49
Bangkok,Thailand,12,8,26.01,67.27,7.8,39.91,5.95,29.9,37.0,72.43,13.94,80.25278969957083,Moderate,14.64,11.4,false,false,8.08
London,UK,6,1,49.56,192.83,18.07,19.25,8.55,58.6,3.52,94.23,5.29,135.62010050251257,Poor,18.4,10.5,false,false,2.72
Toronto,Canada,12,11,83.83,90.93,28.72,19.51,7.32,181.21,16.87,32.57,0.81,165.6277133825079,Unhealthy,19.53,9.34,false,false,0.61
Moscow,Russia,7,23,30.23,38.9,76.95,7.51,5.44,86.56,0.84,73.09,7.38,89.12746781115881,Moderate,17.72,10.1,false,false,4.26
Toronto,Canada,11,26,37.33,149.97,54.83,21.53,2.4,149.46,36.32,45.1,10.23,105.50603015075376,Poor,11.82,9.76,false,false,7.05
Mumbai,India,9,22,60.04,38.82,95.67,45.45,2.94,145.65,13.67,42.56,3.72,153.34415173867228,Unhealthy,12.59,9.41,false,false,2.61
Toronto,Canada,12,20,21.33,108.83,54.0,45.54,6.7,115.45,36.09,49.57,8.67,169.80484720758693,Unhealthy,19.53,9.34,false,false,5.8
Johannesburg,South Africa,1,19,43.84,104.45,30.69,48.27,5.62,19.85,18.48,79.74,14.19,121.5356783919598,Poor,12.9,9.43,false,false,7.89
Cairo,Egypt,4,4,5.58,26.13,76.0,38.72,9.59,199.26,-5.62,44.26,9.5,102.5206896551724,Poor,16.89,11.86,false,false,6.59
New York,USA,9,11,13.32,177.35,29.56,11.38,0.28,156.9,17.76,84.6,19.0,112.0621212121212,Poor,14.04,10.18,false,false,10.29
Bangkok,Thailand,8,25,123.48,166.1,26.02,43.43,2.17,185.98,13.3,33.0,3.26,69.29333333333332,Moderate,17.27,11.24,false,false,2.45
Johannesburg,South Africa,9,24,64.69,115.04,10.63,22.87,6.32,78.17,24.3,98.65,12.38,155.74510010537406,Unhealthy,16.13,10.02,false,false,6.23
Mumbai,India,8,1,40.13,112.44,11.53,1.46,3.99,197.77,6.5,36.82,16.66,112.40050251256282,Poor,14.73,9.18,false,false,12.18
Toronto,Canada,4,23,27.83,159.38,42.22,23.37,5.45,118.86,14.21,12.66,12.76,103.1678787878788,Poor,15.35,10.39,false,false,11.33
Istanbul,Turkey,5,3,78.05,81.92,74.12,22.86,0.6,20.43,29.81,84.48,3.02,162.64330874604846,Unhealthy,11.93,10.77,false,true,1.64
Berlin,Germany,7,22,53.42,83.33,41.64,6.13,4.47,172.47,30.81,49.84,4.1,145.1246231155779,Poor,17.99,10.02,false,false,2.74
Dubai,UAE,8,1,91.64,15.65,31.41,42.77,5.71,65.08,16.05,66.33,19.09,169.66027397260274,Unhealthy,19.57,10.55,false,false,11.48
Paris,France,3,17,110.16,69.56,76.43,16.74,3.32,166.59,35.72,60.43,14.98,179.222760800843,Unhealthy,15.91,10.54,false,false,9.34
Dubai,UAE,11,9,51.7,100.76,16.13,19.27,5.77,168.34,15.64,93.49,0.7,140.8894472361809,Poor,13.53,10.59,false,false,0.36
Seoul,South Korea,7,20,89.62,149.35,18.05,40.31,2.96,166.76,36.9,40.06,1.13,168.6172813487882,Unhealthy,17.95,10.21,false,false,0.81
Berlin,Germany,4,11,112.79,128.75,21.55,11.64,8.92,161.58,30.3,85.51,1.33,180.58071654373023,Unhealthy,12.74,10.2,false,true,0.72
Cairo,Egypt,11,5,101.64,19.65,71.32,15.59,3.76,175.93,28.43,76.9,1.92,174.82360379346682,Unhealthy,15.99,9.71,false,true,1.09
Madrid,Spain,7,28,22.76,133.01,77.3,31.65,2.03,93.11,12.28,14.85,4.09,102.85862068965515,Poor,13.26,10.9,false,false,3.56
Mexico City,Mexico,11,14,55.24,199.69,52.56,9.77,6.74,195.3,39.16,45.39,9.09,149.60603015075378,Poor,14.33,10.06,false,false,6.25
Sydney,Australia,6,4,31.22,74.9,65.33,33.98,1.76,81.87,12.23,54.8,1.61,91.20944206008583,Moderate,19.58,9.76,false,false,1.04
Istanbul,Turkey,5,11,99.36,196.51,27.6,42.95,0.32,111.16,39.18,75.58,2.89,173.6463645943098,Unhealthy,11.93,10.77,false,true,1.65
Tokyo,Japan,10,25,50.16,144.83,57.11,43.48,6.53,100.34,12.6,72.31,19.09,137.09748743718592,Poor,14.14,10.53,false,false,11.08
Los Angeles,USA,10,10,135.26,40.3,46.46,36.18,1.64,84.56,3.48,38.29,17.13,192.1827186512118,Unhealthy,14.02,10.27,false,false,12.39
Mumbai,India,2,9,75.28,176.01,90.93,6.31,6.13,120.26,19.73,71.72,11.55,161.21306638566912,Unhealthy,15.35,8.37,false,false,6.73
Mexico City,Mexico,6,7,8.8,177.33,58.58,15.21,7.66,18.85,-8.6,24.07,16.49,112.05222222222224,Poor,13.43,9.45,false,false,13.29
Dubai,UAE,12,15,104.84,106.45,76.25,28.57,1.7,49.08,13.38,83.77,19.54,176.47586933614332,Unhealthy,15.24,10.32,false,false,10.63
Sydney,Australia,9,27,149.35,47.78,35.95,33.3,6.49,124.14,16.66,28.56,10.95,162.63814541622762,Unhealthy,10.87,10.39,false,false,8.52
Paris,France,3,18,75.31,52.99,94.4,24.07,0.98,69.27,8.73,40.05,14.24,191.64573234984195,Unhealthy,15.91,10.54,false,false,10.17
Toronto,Canada,5,1,133.55,53.86,69.26,48.63,2.23,74.35,31.61,83.24,18.32,191.2997892518441,Unhealthy,15.6,10.43,false,false,10.0
Mumbai,India,5,20,9.16,89.87,85.87,18.07,6.52,167.13,30.52,40.94,6.02,84.94847826086956,Moderate,17.26,9.48,false,false,4.27
Sydney,Australia,7,6,65.73,106.47,48.59,36.39,9.67,72.43,24.24,49.38,1.8,128.72562814070352,Poor,14.3,9.01,false,false,1.2
London,UK,11,21,49.92,194.73,14.18,29.36,6.24,88.63,29.14,95.73,11.94,136.5065326633166,Poor,13.48,9.29,false,false,6.1
Johannesburg,South Africa,1,6,108.2,147.63,15.7,22.58,2.13,39.84,-7.22,46.99,13.63,178.21074815595364,Unhealthy,12.9,9.43,false,false,9.27
Istanbul,Turkey,11,10,131.26,15.82,7.42,2.9,5.86,30.05,34.7,96.08,2.13,190.11738672286617,Unhealthy,16.73,11.19,false,true,1.09
Berlin,Germany,10,26,143.87,21.9,24.68,34.14,1.61,46.56,19.74,53.06,10.44,196.62834562697577,Unhealthy,14.03,10.94,false,false,6.82
Toronto,Canada,5,11,93.55,192.18,77.31,13.46,7.04,69.38,-2.32,91.36,18.93,179.4809272918862,Unhealthy,15.6,10.43,true,false,9.89
Dubai,UAE,9,12,53.92,120.57,37.01,31.41,3.34,10.51,0.34,65.91,19.61,113.68555555555557,Poor,15.79,11.81,false,false,11.82
Bangkok,Thailand,10,3,73.38,149.57,15.18,8.64,6.62,41.94,9.4,53.73,9.85,176.68240252897786,Unhealthy,12.07,9.94,false,false,6.41
Sydney,Australia,4,1,85.42,34.44,25.44,11.02,3.49,141.69,20.45,55.44,1.29,166.4486828240253,Unhealthy,17.07,9.6,false,false,0.83
Paris,France,7,15,23.45,10.75,66.13,19.67,3.47,15.38,34.45,33.53,13.92,74.86909871244636,Moderate,15.15,10.3,false,false,10.42
Bangkok,Thailand,12,16,79.44,62.77,85.4,45.4,8.96,100.45,26.76,57.62,15.63,163.36101159114858,Unhealthy,14.64,11.4,false,false,9.92
Madrid,Spain,5,7,113.62,68.46,76.32,35.76,4.15,173.08,-4.73,87.25,9.56,181.009272918862,Unhealthy,11.02,9.85,false,false,5.11
Paris,France,4,11,140.99,116.19,47.26,32.78,8.63,100.79,38.79,43.79,13.06,195.1413066385669,Unhealthy,17.71,9.55,false,false,9.08
Seoul,South Korea,9,7,148.51,63.69,41.8,43.52,6.86,26.39,17.93,31.08,12.73,199.02413066385668,Unhealthy,10.64,10.96,false,false,9.71
London,UK,1,18,73.71,110.45,24.76,44.5,3.74,108.69,3.48,42.65,5.27,160.4024236037935,Unhealthy,14.04,10.45,false,false,3.69
Beijing,China,8,16,132.32,64.93,42.33,4.6,4.03,156.0,-10.0,88.71,12.03,190.66469968387776,Unhealthy,12.37,11.4,false,false,6.37
Berlin,Germany,10,27,52.03,181.8,45.05,30.12,0.96,155.61,-4.09,96.9,2.49,141.70201005025126,Poor,14.03,10.94,false,false,1.26
Sydney,Australia,1,28,14.48,163.63,7.14,34.27,2.32,21.04,8.23,21.94,6.01,105.27141414141414,Poor,14.53,9.98,false,false,4.93
New York,USA,9,22,62.51,62.48,32.08,43.49,4.75,199.16,-9.62,70.8,2.02,154.6194942044257,Unhealthy,14.04,10.18,false,false,1.18
Madrid,Spain,4,23,144.89,44.85,42.25,42.76,2.69,198.38,25.39,29.32,8.59,166.51064278187567,Unhealthy,15.97,10.94,false,false,6.64
Cairo,Egypt,7,13,82.34,98.01,95.29,2.59,5.32,55.54,33.87,35.22,11.06,164.85837723919917,Unhealthy,14.35,9.43,false,false,8.18
Dubai,UAE,9,28,59.38,119.78,76.28,28.9,5.49,174.04,15.27,68.47,15.08,153.00337197049527,Unhealthy,15.79,11.81,false,false,8.95
London,UK,10,1,136.65,190.04,10.63,3.13,9.04,121.92,31.92,10.96,10.07,192.9004214963119,Unhealthy,12.18,9.62,false,false,9.08
Mumbai,India,8,16,9.34,138.56,22.42,16.32,4.52,41.2,28.17,36.88,3.73,92.3579797979798,Moderate,14.73,9.18,false,false,2.73
New York,USA,2,3,126.37,163.6,86.24,46.48,2.54,23.05,28.48,78.22,4.0,187.5925184404637,Unhealthy,14.62,9.54,false,false,2.24
London,UK,12,13,123.61,194.53,56.88,38.06,8.71,45.24,39.05,62.11,11.88,186.1674394099052,Unhealthy,21.15,10.8,false,false,7.33
Rio de Janeiro,Brazil,1,9,126.87,47.6,93.9,7.05,2.54,129.08,39.19,51.58,6.63,187.8506849315069,Unhealthy,15.78,10.56,false,false,4.37
Sydney,Australia,7,4,15.53,143.04,5.29,35.27,9.31,182.5,15.22,63.85,5.86,99.1,Moderate,14.3,9.01,false,false,3.58
Toronto,Canada,2,26,87.76,163.19,54.91,15.64,5.25,140.38,32.37,65.59,14.56,167.65690200210747,Unhealthy,16.03,10.92,false,false,8.79
London,UK,3,3,42.08,41.69,16.43,9.57,4.15,158.28,26.57,63.83,19.36,99.52065217391304,Moderate,14.73,9.93,false,false,11.82
Cairo,Egypt,6,22,62.25,20.07,84.1,3.86,5.52,59.11,29.84,64.99,5.83,188.2172813487882,Unhealthy,14.84,9.89,false,false,3.53
Istanbul,Turkey,9,10,17.85,34.25,43.77,29.08,3.35,93.81,22.39,33.75,11.29,63.09227467811159,Moderate,15.25,11.16,false,false,8.44
Moscow,Russia,2,23,45.48,112.71,46.81,2.97,4.32,132.34,22.17,30.19,7.17,196.75742887249737,Unhealthy,17.85,10.47,false,false,5.51
Cairo,Egypt,6,11,89.6,189.3,6.65,38.6,9.76,105.09,39.48,50.21,9.22,174.03877766069547,Unhealthy,14.84,9.89,false,false,6.14
Seoul,South Korea,3,24,146.94,82.08,17.76,26.36,7.14,65.15,24.24,99.22,13.87,198.21348788198105,Unhealthy,17.51,11.79,false,false,6.96
Mumbai,India,2,19,58.45,115.3,74.78,44.52,1.11,87.72,-3.55,36.72,9.5,185.9763962065332,Unhealthy,15.35,8.37,false,false,6.95
Beijing,China,8,26,35.75,49.96,40.69,4.99,4.2,106.31,28.7,39.46,4.76,101.61557788944724,Poor,12.37,11.4,false,false,3.41
Istanbul,Turkey,4,10,17.02,115.52,94.94,3.76,7.68,106.12,35.24,88.74,6.1,155.86385669125394,Unhealthy,16.71,10.93,false,false,3.23
Paris,France,11,11,53.47,191.69,44.42,17.5,7.71,199.0,-3.23,95.12,13.66,145.24773869346734,Poor,12.84,10.48,true,false,7.0
Rio de Janeiro,Brazil,1,7,15.1,48.04,92.27,8.33,2.99,151.8,-2.94,97.99,5.1,86.94323232323234,Moderate,15.78,10.56,false,false,2.58
Paris,France,7,5,31.21,116.84,57.58,36.0,9.36,145.8,26.53,13.06,6.04,99.6,Moderate,15.15,10.3,false,false,5.34
Seoul,South Korea,4,20,90.27,89.14,98.42,42.23,5.66,67.76,30.8,14.12,11.59,168.95289778714437,Unhealthy,14.31,11.81,false,false,10.16
Mumbai,India,12,22,58.65,44.74,89.77,16.44,0.88,48.55,13.67,90.69,9.14,152.6264488935722,Unhealthy,13.09,12.18,false,false,4.79
Rio de Janeiro,Brazil,12,3,139.2,42.36,77.31,47.12,4.62,119.25,28.16,78.72,5.66,170.89430979978926,Unhealthy,17.02,11.0,false,false,3.17
