,Unnamed: 0,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind Speed,Air_Quality,HasRained,Is_Stagnant,Dispersion_Index,Air_Quality_Category
3018,3018,102.49,195.1,89.4,37.21,7.53,15.1,35.44,23.95,17.25,175.26248682824024,False,False,13.92,Unhealthy
3019,3019,7.94,177.59,67.5,2.38,4.83,49.78,9.6,30.02,6.79,112.1809090909091,False,False,5.22,Poor
3020,3020,84.56,111.56,93.94,13.81,1.47,58.04,4.6,26.97,16.13,166.00463645943097,False,False,12.7,Unhealthy
3021,3021,35.2,17.19,46.7,25.78,2.77,160.09,-3.42,81.74,3.97,99.57939914163092,False,False,2.25,Moderate
3022,3022,51.68,28.06,72.75,27.54,7.1,44.01,6.94,98.61,13.61,140.84020100502514,True,False,6.85,Poor
3023,3023,130.94,139.47,10.55,35.0,8.42,54.17,-5.97,64.65,14.43,189.9521601685985,False,False,8.76,Unhealthy
3024,3024,90.32,74.84,85.29,26.63,1.35,62.3,28.01,59.84,17.07,168.97871443624868,False,False,10.99,Unhealthy
3025,3025,141.53,177.24,95.46,30.9,6.76,199.76,-2.96,71.62,3.56,195.4201264488936,False,False,3.99,Unhealthy
3026,3026,38.88,123.23,49.9,34.85,5.38,178.62,-1.0,54.28,4.46,109.32261306532664,False,False,1.33,Poor
3027,3027,74.99,134.54,68.86,15.05,7.73,182.3,24.4,80.17,16.95,161.06332982086406,False,False,9.41,Unhealthy
3028,3028,44.38,189.66,31.33,36.37,7.85,19.39,14.1,96.65,14.39,122.86532663316584,False,False,7.32,Poor
3029,3029,131.28,23.13,77.1,14.45,0.36,66.28,9.6,61.9,8.9,190.12771338250792,False,False,6.87,Unhealthy
3030,3030,13.4,122.56,57.01,37.06,6.11,51.51,13.4,68.86,11.16,84.43878787878788,False,False,6.61,Moderate
3031,3031,87.73,186.09,36.96,42.21,5.35,49.02,-4.47,68.64,5.26,167.64141201264488,False,False,2.53,Unhealthy
3032,3032,26.95,17.46,80.48,33.9,1.82,140.68,16.32,79.41,8.17,82.22961373390558,False,False,10.97,Moderate
3033,3033,105.66,34.8,36.92,42.9,8.88,143.96,1.5,31.45,8.82,176.89926238145415,False,False,6.71,Unhealthy
3034,3034,18.7,173.26,20.19,33.85,2.28,109.8,-3.32,34.47,5.79,110.03777777777778,False,False,4.31,Poor
3035,3035,40.95,60.48,90.55,36.83,8.43,85.44,32.78,20.27,12.8,114.41959798994976,False,False,10.64,Poor
3036,3036,98.67,47.05,42.14,27.0,7.54,56.81,20.72,75.31,1.09,173.2900948366702,False,False,0.62,Unhealthy
3037,3037,72.82,10.45,75.13,20.53,4.14,55.19,-9.65,40.85,2.71,159.94288724973657,False,False,1.92,Unhealthy
3038,3038,105.35,137.29,66.58,31.49,3.41,143.55,-9.5,70.51,6.89,176.73919915700736,False,False,4.04,Unhealthy
3039,3039,51.06,129.28,20.3,22.83,1.15,65.51,28.1,45.22,10.56,139.313567839196,False,False,0.63,Poor
3040,3040,97.12,136.94,19.54,47.86,4.47,154.24,0.69,67.33,12.0,172.48977871443626,False,False,1.67,Unhealthy
3041,3041,8.64,154.47,80.08,32.76,8.66,38.26,22.61,40.99,10.55,92.6,False,False,7.48,Moderate
3042,3042,129.27,131.09,57.8,12.5,9.46,114.53,4.6,23.53,17.63,189.08988408851425,False,False,2.98,Unhealthy
3043,3043,105.76,168.43,90.57,25.61,4.43,139.48,14.64,87.09,5.53,176.9508956796628,False,False,2.96,Unhealthy
3044,3044,78.69,46.86,66.1,3.67,3.32,41.89,-9.13,83.45,8.15,162.97376185458378,False,False,14.65,Unhealthy
3045,3045,12.35,119.44,34.97,25.85,5.28,170.37,14.66,18.67,9.39,82.89454545454545,False,False,7.91,Moderate
3046,3046,124.78,131.59,42.81,41.34,1.49,195.43,12.78,29.15,19.26,186.77154899894623,False,False,14.91,Unhealthy
3047,3047,22.06,123.19,29.68,1.18,6.91,62.22,-0.3,27.75,16.42,84.75060606060606,False,False,12.85,Moderate
3048,3048,61.38,111.43,28.19,19.85,5.38,64.18,11.09,28.63,4.19,154.03603793466806,False,False,3.26,Unhealthy
3049,3049,81.06,91.43,40.24,45.15,0.9,83.33,5.74,91.81,9.05,164.19747102212855,False,False,11.11,Unhealthy
3050,3050,116.87,77.01,62.74,45.99,7.22,179.8,9.5,51.51,17.82,182.6873551106428,False,False,5.1,Unhealthy
3051,3051,91.22,59.04,44.59,7.67,5.71,95.66,20.3,58.24,10.12,169.44341412012645,False,False,6.4,Unhealthy
3052,3052,103.17,158.02,5.3,11.99,3.04,28.33,-5.95,40.38,2.58,175.613593256059,False,False,9.08,Unhealthy
3053,3053,117.29,78.12,53.9,4.66,8.33,97.52,9.11,48.17,6.25,182.90421496311907,False,False,4.22,Unhealthy
3054,3054,81.17,52.23,48.73,39.51,2.27,76.3,11.51,78.35,9.55,164.25426765015806,False,False,5.35,Unhealthy
3055,3055,31.56,13.34,72.22,20.63,0.97,11.99,32.35,66.48,12.41,91.92446351931332,False,False,7.45,Moderate
3056,3056,113.55,185.65,7.91,38.95,1.04,72.93,-8.68,72.19,10.31,180.9731296101159,False,False,11.24,Unhealthy
3057,3057,63.1,185.21,44.47,49.95,2.57,19.28,17.96,49.84,1.46,154.9241306638567,False,False,6.0,Unhealthy
3058,3058,90.07,165.7,23.19,14.51,9.39,10.09,-0.76,83.03,15.15,168.84963119072708,False,False,8.28,Unhealthy
3059,3059,44.57,17.07,13.14,42.96,4.06,148.03,2.27,28.77,7.18,123.33316582914571,False,False,5.58,Poor
3060,3060,142.29,100.29,89.74,38.36,6.55,155.2,13.85,97.76,18.27,195.81253951527924,False,False,9.22,Unhealthy
3061,3061,62.94,43.69,42.21,17.41,5.87,79.97,36.48,87.73,12.04,154.84151738672287,False,False,6.41,Unhealthy
3062,3062,77.02,153.13,51.32,49.13,4.44,45.52,-9.46,12.03,11.54,162.11148577449947,False,False,10.3,Unhealthy
3063,3063,41.1,51.13,7.95,1.64,6.92,188.28,26.61,20.71,14.71,114.7889447236181,False,False,12.19,Poor
3064,3064,116.67,87.1,86.72,5.34,6.46,93.13,-0.32,90.49,14.09,182.5840885142255,False,False,3.27,Unhealthy
3065,3065,96.21,170.45,43.05,46.46,9.88,58.61,-0.63,51.22,1.29,172.0199157007376,False,False,0.85,Unhealthy
3066,3066,12.1,59.9,55.56,38.15,6.12,112.81,26.22,84.62,19.29,67.2,False,False,12.06,Moderate
3067,3067,26.51,10.62,28.24,44.74,5.27,154.68,15.81,61.54,10.58,81.30429184549357,False,False,6.04,Moderate
3068,3068,64.84,197.2,55.85,26.8,0.21,109.68,30.14,76.85,16.64,155.82255005268703,False,False,1.55,Unhealthy
3069,3069,125.76,162.29,56.57,6.11,8.29,26.52,10.77,38.18,14.29,187.2775553213909,False,False,10.34,Unhealthy
3070,3070,129.28,183.47,5.03,4.52,7.71,11.53,34.08,33.54,7.31,189.0950474183351,False,False,5.47,Unhealthy
3071,3071,140.36,184.74,99.97,37.85,1.19,91.89,7.42,68.42,5.01,194.81601685985248,False,False,2.97,Unhealthy
3072,3072,135.99,62.94,6.37,25.85,5.66,153.19,18.21,95.92,13.43,192.5596417281349,False,False,4.26,Unhealthy
3073,3073,52.98,99.01,8.7,41.13,9.1,164.04,16.98,91.28,7.85,144.04120603015076,False,False,10.9,Poor
3074,3074,13.91,183.88,52.3,30.61,6.27,198.68,30.01,50.93,11.05,115.2941414141414,False,False,8.46,Poor
3075,3075,34.78,67.46,86.77,33.87,3.69,103.01,-7.39,11.07,4.39,98.6961373390558,False,False,3.95,Moderate
3076,3076,90.2,44.55,98.34,9.86,5.15,179.91,31.91,13.06,14.27,168.91675447839833,False,False,12.62,Unhealthy
3077,3077,125.2,55.15,83.95,6.52,0.87,123.4,17.45,68.39,1.49,186.9884088514225,False,False,0.88,Unhealthy
3078,3078,56.82,131.3,24.75,14.63,5.18,19.93,12.11,98.32,2.19,151.68155953635406,False,False,3.0,Unhealthy
3079,3079,104.79,25.51,48.41,32.77,9.15,182.95,36.29,92.57,17.7,176.450052687039,False,False,9.19,Unhealthy
3080,3080,122.86,136.52,33.91,32.74,4.87,192.65,-4.35,71.51,18.04,185.7801896733404,False,False,1.46,Unhealthy
3081,3081,60.02,12.33,64.76,3.13,6.22,166.34,38.34,53.16,12.91,153.33382507903056,False,False,8.43,Unhealthy
3082,3082,126.8,59.95,30.71,42.97,9.32,170.56,10.12,31.71,18.32,187.8145416227608,False,False,13.91,Unhealthy
3083,3083,74.44,128.91,40.99,46.55,9.92,182.75,-3.36,70.25,0.89,160.77934668071654,False,False,0.52,Unhealthy
3084,3084,109.39,111.95,29.45,29.86,7.78,21.44,38.82,28.1,5.22,178.82518440463645,False,False,4.07,Unhealthy
3085,3085,11.99,139.96,32.2,24.02,7.44,85.19,25.91,91.51,16.03,93.0509090909091,False,False,8.37,Moderate
3086,3086,39.19,79.22,58.23,34.39,8.2,193.83,-6.61,78.74,15.97,110.0859296482412,False,False,7.56,Poor
3087,3087,9.46,155.37,78.12,34.21,7.09,41.41,9.97,15.01,19.9,101.18313131313133,False,False,9.45,Poor
3088,3088,73.21,195.52,67.32,47.02,5.16,161.63,37.42,85.26,3.78,160.14425711275027,False,False,2.04,Unhealthy
3089,3089,67.36,166.0,48.98,11.39,9.07,60.9,20.94,39.37,19.23,157.12370916754475,False,False,8.22,Unhealthy
3090,3090,66.47,89.42,73.34,15.32,2.05,133.24,5.79,21.35,18.73,156.66417281348788,False,False,15.43,Unhealthy
3091,3091,133.36,195.9,5.22,43.97,3.81,191.92,-9.4,65.41,10.55,191.20168598524765,False,False,6.38,Unhealthy
3092,3092,17.59,88.7,88.57,6.93,2.0,20.44,0.63,59.4,18.18,87.8245652173913,False,False,9.78,Moderate
3093,3093,71.58,65.74,52.96,2.64,2.44,167.65,5.84,37.8,7.92,159.30263435194942,False,False,5.75,Unhealthy
3094,3094,129.83,164.8,65.04,29.65,9.07,20.12,7.5,43.94,18.89,189.3790305584826,False,False,9.79,Unhealthy
3095,3095,28.67,85.3,34.27,37.8,7.05,140.22,29.96,87.55,12.69,85.84678111587984,False,False,1.9,Moderate
3096,3096,48.7,26.75,78.92,30.83,9.47,155.15,3.69,28.25,19.57,133.50251256281408,False,False,15.26,Poor
3097,3097,24.21,58.02,29.93,31.01,3.0,79.02,28.28,95.1,4.33,76.46738197424894,False,False,2.22,Moderate
3098,3098,27.95,99.11,47.86,3.66,2.63,33.13,30.2,39.68,16.49,84.33261802575107,False,False,11.81,Moderate
3099,3099,121.56,20.04,39.49,28.95,1.13,191.18,1.57,52.37,1.13,185.10895679662804,False,False,14.34,Unhealthy
3100,3100,10.21,138.76,62.47,40.04,3.82,151.91,4.52,91.03,0.67,92.4569696969697,False,False,0.35,Moderate
3101,3101,37.08,172.97,69.15,12.75,5.35,19.92,-6.97,91.55,17.8,109.89424242424242,True,False,9.29,Poor
3102,3102,54.18,22.19,17.15,20.71,0.89,195.34,34.57,96.41,10.85,146.99597989949748,False,False,5.52,Poor
3103,3103,88.15,117.39,95.26,7.51,9.33,32.24,0.54,28.43,4.91,167.8582718651212,False,False,3.82,Unhealthy
3104,3104,40.53,25.85,57.01,40.02,8.74,42.12,17.33,29.18,1.35,113.3854271356784,False,False,1.05,Poor
3105,3105,144.75,190.37,5.52,39.25,6.13,25.8,26.92,97.69,19.21,197.0827186512118,False,False,9.72,Unhealthy
3106,3106,5.21,134.47,49.29,35.82,4.42,39.82,5.25,60.67,4.48,90.33363636363636,False,False,9.67,Moderate
3107,3107,56.63,84.68,55.5,26.34,5.75,59.17,26.63,60.19,11.1,151.58345626975765,False,False,12.12,Unhealthy
3108,3108,79.77,134.72,51.22,20.95,7.98,181.69,-1.75,66.45,16.32,163.5314014752371,False,False,9.8,Unhealthy
3109,3109,109.71,193.67,14.8,18.39,4.99,62.71,17.07,66.07,17.66,178.9904109589041,False,False,10.63,Unhealthy
3110,3110,134.85,161.22,5.08,44.17,3.43,72.8,-2.45,27.27,8.27,191.9710221285564,False,False,6.5,Unhealthy
3111,3111,97.68,15.77,70.26,32.61,4.91,13.66,0.59,48.43,17.02,172.77892518440464,False,False,11.47,Unhealthy
3112,3112,29.22,119.54,99.15,1.67,8.72,24.21,7.85,98.52,15.4,99.0945652173913,True,False,7.76,Moderate
3113,3113,99.26,91.31,28.82,35.73,1.53,15.96,27.24,38.6,16.14,173.59473129610117,False,False,9.08,Unhealthy
3114,3114,18.54,80.03,11.55,8.62,4.48,30.49,30.29,49.99,15.2,64.54334763948498,False,False,4.34,Moderate
3115,3115,107.33,110.93,32.01,48.9,9.53,168.34,-8.14,94.3,6.0,177.76153846153846,False,False,9.72,Unhealthy
3116,3116,44.29,36.24,38.63,15.84,3.17,166.31,19.08,92.98,17.81,122.64371859296485,False,False,13.6,Poor
3117,3117,58.52,198.65,60.09,9.93,0.43,48.65,28.54,72.57,5.45,152.55932560590094,False,False,3.16,Unhealthy
3118,3118,121.47,52.54,17.84,12.42,2.43,56.99,7.77,89.54,5.77,185.06248682824025,False,False,3.04,Unhealthy
3119,3119,13.82,55.02,94.45,15.76,5.74,195.1,16.32,99.45,0.64,94.08804347826089,False,False,0.87,Moderate
3120,3120,128.82,46.97,70.88,2.83,1.77,43.98,-3.91,71.46,9.43,188.8575342465753,False,False,5.5,Unhealthy
3121,3121,47.21,140.49,92.75,27.0,7.76,193.96,32.71,15.21,12.38,129.83366834170857,False,False,9.22,Poor
3122,3122,50.77,73.88,12.74,10.16,9.15,116.7,-1.25,55.17,15.62,138.5994974874372,False,False,1.04,Poor
3123,3123,41.0,119.26,77.18,16.32,6.71,10.87,2.68,94.35,18.8,114.5427135678392,True,False,9.67,Poor
3124,3124,104.27,55.08,57.3,32.56,6.28,163.91,10.97,73.61,10.39,176.18155953635406,True,False,9.13,Unhealthy
3125,3125,31.85,88.86,43.77,49.71,3.73,26.93,12.1,55.72,18.19,92.53433476394852,False,False,11.68,Moderate
3126,3126,124.36,183.51,97.14,48.77,2.64,144.93,-8.38,51.61,13.16,186.55468914647,False,False,4.23,Unhealthy
3127,3127,143.47,145.28,90.06,28.24,8.86,154.08,-6.9,34.8,9.05,196.4218124341412,False,False,6.71,Unhealthy
3128,3128,61.18,62.5,95.46,23.29,3.8,190.89,7.3,37.85,10.81,153.9327713382508,False,False,7.84,Unhealthy
3129,3129,144.36,29.0,73.86,16.23,0.14,157.0,31.13,14.92,12.2,196.88134878819807,False,False,10.62,Unhealthy
3130,3130,6.42,122.93,76.97,41.84,6.26,150.27,2.44,18.61,12.76,84.6219191919192,False,False,7.45,Moderate
3131,3131,10.06,111.41,51.49,48.09,1.93,173.24,11.9,17.21,18.15,78.920101010101,False,False,15.49,Moderate
3132,3132,85.02,63.55,81.18,25.51,1.04,43.84,17.37,84.23,9.83,166.24214963119073,False,False,7.01,Unhealthy
3133,3133,46.7,186.68,29.73,16.0,4.45,83.12,36.97,86.9,15.7,128.5778894472362,False,False,6.42,Poor
3134,3134,82.37,173.34,54.72,26.37,8.13,111.74,-3.65,29.13,2.34,164.87386722866177,False,False,1.81,Unhealthy
3135,3135,33.85,143.14,99.11,42.18,7.43,198.06,2.07,70.78,14.13,99.05195652173911,False,False,8.27,Moderate
3136,3136,35.13,132.84,97.99,3.05,0.94,139.68,3.14,70.24,7.67,99.43218884120174,False,False,13.91,Moderate
3137,3137,25.61,32.92,79.95,39.98,3.43,155.7,35.05,47.9,7.42,79.41158798283263,False,False,2.54,Moderate
3138,3138,97.24,167.3,57.38,35.55,9.26,76.69,-6.0,98.04,14.71,172.5517386722866,True,False,7.43,Unhealthy
3139,3139,43.01,123.9,49.85,44.09,4.37,120.82,15.8,89.96,6.64,119.49195979899496,False,False,3.5,Poor
3140,3140,84.6,89.81,63.98,19.48,4.02,53.94,30.35,51.89,17.38,166.02528977871444,False,False,11.44,Unhealthy
3141,3141,130.01,193.08,93.97,28.28,3.58,149.74,-8.39,96.77,19.73,189.4719704952581,True,False,10.03,Unhealthy
3142,3142,36.91,65.61,35.55,41.75,4.47,18.56,21.61,64.49,14.57,104.4718592964824,False,False,8.86,Poor
3143,3143,104.88,18.39,54.2,16.87,2.29,161.74,-9.64,25.58,9.01,176.49652265542676,False,False,4.49,Unhealthy
3144,3144,35.98,119.26,62.28,1.9,0.96,90.49,22.54,92.41,0.74,102.18190954773868,False,False,1.91,Poor
3145,3145,108.93,109.57,98.17,45.78,3.94,181.19,3.7,90.19,18.36,178.58767123287672,False,False,10.79,Unhealthy
3146,3146,109.04,158.61,45.62,11.16,5.22,129.81,30.81,58.05,3.53,178.64446786090622,False,False,2.23,Unhealthy
3147,3147,112.17,12.22,9.66,42.96,3.08,194.38,14.21,40.96,0.77,180.2605900948367,False,False,8.27,Unhealthy
3148,3148,20.9,28.93,28.4,6.41,9.94,158.36,19.93,38.36,4.06,108.43448275862067,False,False,9.39,Poor
3149,3149,67.49,174.97,78.2,33.12,5.57,48.92,2.05,52.92,8.14,157.19083245521605,False,False,5.32,Unhealthy
3150,3150,59.81,177.68,27.73,35.45,1.57,84.17,7.01,88.94,17.98,153.2253951527924,False,False,9.52,Unhealthy
3151,3151,35.15,88.78,47.75,5.4,7.92,34.53,-7.74,13.6,9.94,99.47424892703864,False,False,8.75,Moderate
3152,3152,86.01,196.73,50.54,14.67,5.25,73.37,36.83,40.91,3.26,166.75331928345628,False,False,2.31,Unhealthy
3153,3153,34.29,181.72,40.54,42.96,1.39,15.11,-9.95,37.13,16.73,114.2250505050505,False,False,6.05,Poor
3154,3154,125.91,118.1,54.81,43.11,0.63,89.54,25.12,59.95,11.74,187.3550052687039,False,False,12.18,Unhealthy
3155,3155,39.32,144.33,96.47,7.03,7.18,158.79,18.33,27.87,10.83,110.40603015075376,False,False,8.47,Poor
3156,3156,107.87,43.34,37.04,20.7,1.39,41.58,-0.3,64.88,14.93,178.04035827186513,False,False,9.06,Unhealthy
3157,3157,8.1,159.81,18.16,10.28,0.47,16.0,-9.46,61.97,13.91,103.38070707070707,False,False,8.59,Poor
3158,3158,45.47,34.59,9.18,45.59,7.3,159.16,29.38,34.44,12.47,125.54924623115578,False,False,9.28,Poor
3159,3159,123.4,73.31,42.95,27.49,8.92,99.8,4.47,35.1,5.04,186.059009483667,False,False,3.73,Unhealthy
3160,3160,55.8,40.98,15.68,49.57,3.28,160.18,-7.43,53.37,3.99,151.1548998946259,False,False,2.6,Unhealthy
3161,3161,49.85,27.9,16.89,25.01,7.82,56.76,19.52,38.82,13.67,136.33417085427135,False,False,3.82,Poor
3162,3162,74.12,165.06,67.31,4.35,9.75,160.82,-5.04,62.47,13.01,160.61412012644888,False,False,2.97,Unhealthy
3163,3163,13.06,53.04,93.44,36.94,5.28,102.13,-4.73,18.7,3.54,93.01217391304348,False,False,2.98,Moderate
3164,3164,31.48,78.93,52.44,12.17,1.56,149.23,19.35,68.36,6.99,91.75622317596569,True,False,9.87,Moderate
3165,3165,73.52,31.48,82.98,29.93,3.8,78.96,7.63,68.18,3.89,160.30432033719703,False,False,2.31,Unhealthy
3166,3166,52.02,39.88,81.0,8.22,5.65,165.09,-1.08,30.2,6.91,141.6773869346734,False,False,5.31,Poor
3167,3167,122.87,123.43,7.32,13.84,6.35,84.22,10.55,60.73,8.47,185.7853530031612,False,False,3.6,Unhealthy
3168,3168,73.34,197.0,88.32,49.94,3.44,89.27,-7.29,34.06,1.33,160.2113804004215,False,False,0.99,Unhealthy
3169,3169,44.0,91.01,42.33,29.82,2.21,110.65,9.06,62.97,7.38,121.92964824120602,False,False,8.13,Poor
3170,3170,14.97,42.4,67.63,44.31,6.04,178.21,-1.89,75.63,16.76,66.4,False,False,6.46,Moderate
3171,3171,55.63,175.15,72.96,39.37,6.2,107.76,31.02,61.27,18.55,151.06712328767122,False,False,9.69,Unhealthy
3172,3172,76.77,154.58,50.28,13.89,1.98,78.64,9.49,25.42,17.12,161.98240252897787,False,False,13.65,Unhealthy
3173,3173,114.8,34.08,23.37,20.03,6.75,51.48,29.78,46.37,1.59,181.618545837724,False,False,6.57,Unhealthy
3174,3174,138.8,190.55,6.15,31.75,2.2,171.7,3.67,98.05,4.74,194.0105374077977,False,False,2.76,Unhealthy
3175,3175,30.87,76.16,62.27,29.07,0.63,51.92,13.98,70.37,15.85,90.47339055793992,False,False,9.3,Moderate
3176,3176,95.28,96.34,92.01,21.83,7.88,187.4,-6.27,90.14,2.27,171.53972602739725,False,False,1.19,Unhealthy
3177,3177,112.75,199.87,57.96,13.17,8.65,27.08,-0.17,68.65,14.34,180.5600632244468,False,False,1.78,Unhealthy
3178,3178,7.92,140.74,14.98,16.35,2.18,19.09,-3.59,18.45,12.37,93.4369696969697,False,True,0.51,Moderate
3179,3179,70.32,52.68,16.06,13.52,4.89,51.5,34.88,94.14,11.92,158.65205479452055,False,False,6.14,Unhealthy
3180,3180,97.46,151.99,46.55,38.96,9.13,135.95,2.21,80.84,9.47,172.66533192834564,False,False,5.24,Unhealthy
3181,3181,80.69,117.57,93.16,17.31,1.18,44.7,9.55,89.1,1.05,164.00642781875658,False,False,0.56,Unhealthy
3182,3182,149.31,77.27,95.5,43.08,6.68,88.74,9.84,41.06,6.68,199.43719704952585,False,False,6.44,Unhealthy
3183,3183,5.53,166.93,61.34,13.65,5.73,39.59,28.39,62.48,6.09,106.90474747474748,False,False,1.75,Poor
3184,3184,66.35,172.63,9.61,30.48,5.25,183.92,38.45,68.38,1.58,156.6022128556375,False,False,13.59,Unhealthy
3185,3185,84.51,72.18,37.76,41.51,3.0,132.49,11.21,85.56,10.32,165.97881981032666,False,False,5.56,Unhealthy
3186,3186,5.24,99.08,9.45,43.37,1.12,125.04,9.45,92.25,5.84,72.81737373737374,False,False,3.04,Moderate
3187,3187,120.07,98.47,7.8,9.91,8.94,160.06,0.65,79.23,11.7,184.3396206533193,False,False,6.58,Unhealthy
3188,3188,10.5,80.13,65.73,27.94,7.62,78.15,4.04,51.8,10.82,82.2,False,False,7.13,Moderate
3189,3189,73.89,175.27,48.15,20.11,4.02,91.04,39.84,74.06,6.37,160.49536354056903,False,False,3.66,Unhealthy
3190,3190,87.99,179.1,25.47,48.52,9.71,106.3,38.96,15.6,2.05,167.77565858798735,False,False,1.56,Unhealthy
3191,3191,62.0,193.05,64.47,42.39,6.32,72.04,33.96,52.06,1.12,154.35616438356163,False,False,0.74,Unhealthy
3192,3192,31.93,126.27,32.17,18.98,4.33,108.67,4.02,86.78,0.61,92.70257510729614,False,False,0.33,Moderate
3193,3193,93.7,61.45,60.53,31.42,7.55,159.29,38.19,26.06,0.56,170.72391991570075,False,False,0.44,Unhealthy
3194,3194,65.25,169.64,6.2,20.36,2.19,70.8,31.43,33.55,16.8,156.03424657534248,False,False,12.58,Unhealthy
3195,3195,111.96,35.71,72.06,22.46,7.15,59.61,-3.68,52.3,10.46,180.15216016859853,False,False,8.11,Unhealthy
3196,3196,133.6,50.1,72.16,1.84,6.62,47.73,31.94,58.3,2.22,191.3256059009484,False,False,1.4,Unhealthy
3197,3197,84.39,109.63,10.33,23.15,8.06,146.31,10.33,46.78,11.25,165.91685985247628,False,False,7.66,Unhealthy
3198,3198,109.01,81.65,28.32,1.22,2.15,13.68,37.56,33.16,16.04,178.62897787144362,False,False,12.05,Unhealthy
3199,3199,84.38,78.64,45.52,16.24,4.44,113.24,26.18,53.15,3.76,165.91169652265543,False,False,2.46,Unhealthy
3200,3200,140.45,76.84,63.7,21.13,1.17,58.19,5.36,34.16,12.61,194.86248682824024,False,False,9.4,Unhealthy
3201,3201,67.1,40.13,98.06,24.77,7.99,34.16,10.43,68.75,9.49,156.9894625922023,False,False,5.62,Unhealthy
3202,3202,12.5,199.51,45.78,31.39,7.85,99.26,0.21,83.01,0.6,123.030202020202,False,False,2.36,Poor
3203,3203,121.88,175.85,94.39,46.76,6.43,37.44,6.21,95.96,9.48,185.27418335089567,False,False,4.84,Unhealthy
3204,3204,19.53,142.1,6.62,31.27,1.28,69.22,33.97,30.67,18.93,94.110101010101,False,False,9.95,Moderate
3205,3205,6.93,23.93,53.81,38.25,7.33,164.4,11.86,22.96,11.18,79.3,False,False,3.25,Moderate
3206,3206,23.4,105.04,90.57,12.16,4.67,131.92,36.89,37.89,8.2,89.955,False,False,5.95,Moderate
3207,3207,122.2,95.5,58.98,24.59,9.41,194.09,-1.67,98.48,19.32,185.43940990516333,False,False,10.63,Unhealthy
3208,3208,129.16,74.98,8.07,21.86,9.57,87.51,-8.36,77.52,10.01,189.03308746048472,False,False,7.66,Unhealthy
3209,3209,44.83,79.62,78.5,17.43,9.97,20.82,-6.33,64.57,8.8,123.97336683417086,False,False,5.35,Poor
3210,3210,90.14,180.59,15.52,35.08,8.97,83.66,32.19,49.87,8.86,168.88577449947314,True,False,6.27,Unhealthy
3211,3211,15.08,179.44,48.77,31.32,9.9,109.56,11.95,99.59,4.72,113.09656565656566,False,False,2.36,Poor
3212,3212,128.8,92.43,77.2,32.61,7.94,14.95,-9.16,37.55,7.9,188.8472075869336,False,False,5.74,Unhealthy
3213,3213,102.95,142.2,75.11,30.26,0.58,162.86,22.15,30.12,16.42,175.5,False,False,12.62,Unhealthy
3214,3214,31.15,79.33,9.04,13.23,5.21,178.3,13.28,62.21,11.44,91.06223175965664,False,False,7.05,Moderate
3215,3215,97.55,123.36,30.69,24.91,7.19,15.8,12.21,45.01,3.93,172.7118018967334,False,False,2.71,Unhealthy
3216,3216,96.3,148.43,45.13,47.16,7.12,132.26,19.26,31.42,11.69,172.0663856691254,False,False,7.59,Unhealthy
3217,3217,50.59,26.6,76.05,8.02,7.34,10.91,17.74,65.94,2.57,138.15628140703518,False,False,10.83,Poor
3218,3218,68.47,87.82,81.01,32.72,5.89,83.14,13.06,25.85,13.21,157.6968387776607,False,False,11.49,Unhealthy
3219,3219,77.09,86.34,9.34,46.97,2.92,20.73,-0.65,19.4,2.71,162.14762908324553,False,False,2.27,Unhealthy
3220,3220,101.98,88.45,17.21,44.88,9.26,197.99,25.56,20.26,13.18,174.9991570073762,False,False,10.96,Unhealthy
3221,3221,51.51,170.83,51.12,42.31,8.11,26.7,16.54,86.02,15.71,140.421608040201,False,False,8.45,Poor
3222,3222,46.0,112.36,7.27,17.16,7.3,106.29,39.92,91.95,7.77,126.85427135678393,False,False,4.05,Poor
3223,3223,28.74,88.12,74.97,47.16,2.11,135.42,38.86,55.09,8.17,85.99399141630903,False,False,5.27,Moderate
3224,3224,54.63,166.61,73.84,10.64,1.05,77.17,-7.0,98.98,0.74,148.1040201005025,False,False,0.37,Poor
3225,3225,33.88,10.08,99.45,43.33,0.44,185.44,12.67,66.53,6.49,99.4141304347826,False,False,2.99,Moderate
3226,3226,114.25,162.26,30.91,15.06,5.35,197.63,2.51,83.66,2.44,181.3345626975764,False,False,9.88,Unhealthy
3227,3227,7.74,176.6,13.04,21.5,5.74,65.39,5.38,20.35,0.71,111.69090909090907,False,False,6.51,Poor
3228,3228,16.27,32.79,25.64,37.47,1.43,26.16,36.91,26.15,17.08,59.76952789699571,False,False,13.54,Moderate
3229,3229,134.32,33.24,94.92,37.97,2.93,160.44,-8.77,27.35,10.01,191.6973656480505,False,False,7.86,Unhealthy
3230,3230,74.11,56.72,7.44,32.73,8.03,120.43,33.02,16.77,16.04,160.60895679662804,False,False,13.74,Unhealthy
3231,3231,122.7,183.13,77.56,17.35,8.62,193.41,32.4,61.13,4.71,185.69757639620653,False,False,2.92,Unhealthy
3232,3232,44.01,175.84,94.9,40.82,2.51,135.73,8.54,53.96,8.17,121.95427135678392,False,False,15.0,Poor
3233,3233,49.97,99.39,47.34,24.23,6.69,110.02,4.71,85.78,11.58,136.62964824120604,False,False,10.88,Poor
3234,3234,38.36,68.69,33.25,28.63,1.91,103.79,12.62,37.64,16.61,108.04221105527638,False,False,12.07,Poor
